Date	3011	3016	3017	3005	3004	3007	3006	3001	3014	3003	3002	3041	3040	3043	3042	3045	3008	3047	3046	3029	3028	3027	3026	3025	3024	3023	3022	3021	3044	3048	3009	3061	3020	3015	3058	3059	3056	3057	3054	3055	3052	3053	3050	3051	3049	3018	3019	3038	3039	3062	3012	3035	3010	3037	3030	3031	3032	3033	3034	3060	3013	3036
1/17/17	25837	83630	69396	16770	14557	18885	19295	13450	48079	13444	13992	0	0	0	0	0	18404	0	0	0	0	0	0	0	0	0	0	0	0	0	22430	0	0	65860	0	0	0	0	0	0	0	0	0	0	0	1351	0	0	0	0	29774	0	23860	0	0	0	0	0	0	0	47065	0
1/18/17	24023	55859	73798	14982	12742	17325	17832	12524	40240	12044	12861	0	0	0	0	0	15958	0	0	0	0	0	0	0	0	0	0	0	0	0	19122	0	0	49360	0	0	0	0	0	0	0	0	0	0	0	73160	1472	0	0	0	26438	0	20409	0	0	0	0	0	0	0	37634	0
1/19/17	20485	43702	50095	13907	11803	16010	17277	11629	36160	11125	12954	0	0	0	0	0	14899	0	0	0	0	0	0	0	0	0	0	0	0	0	16126	0	1447	40462	0	0	0	0	0	0	0	0	0	0	0	80149	73209	0	0	0	23729	0	18331	0	0	0	0	0	0	0	35265	0
1/20/17	22289	44360	47162	15137	14707	20478	18406	15412	40416	13802	15567	0	0	0	0	0	18482	0	0	0	0	0	0	0	0	0	0	2568	0	0	19199	0	92852	48250	0	0	0	0	0	0	0	0	0	0	0	68298	89927	0	0	0	25927	0	21064	0	0	0	0	0	0	0	41595	0
1/21/17	21642	36700	37565	16192	14274	21086	17745	15381	39872	14491	15544	0	0	0	0	0	19006	0	0	0	0	0	0	0	0	0	2419	126953	0	0	17339	0	105386	44966	0	0	0	0	0	0	0	0	0	0	0	50106	62819	0	0	0	22400	0	19295	0	0	0	0	0	0	0	36403	0
1/22/17	18095	31429	29293	13596	13387	18393	15359	13747	33067	12988	14642	0	0	0	0	0	16932	0	0	0	0	0	0	0	0	1233	108586	122323	0	0	15975	0	63738	36247	0	0	0	0	0	0	0	0	0	0	0	39319	44311	0	0	0	19778	0	16869	0	0	0	0	0	0	0	30283	0
1/23/17	14878	22899	23113	10008	10476	13143	12580	11216	22423	10514	10923	0	0	0	0	0	11691	0	0	0	0	0	0	0	1114	70597	85601	57913	0	0	12584	0	40661	23692	0	0	0	0	0	0	0	0	0	0	0	29007	31926	0	0	0	16293	0	14678	0	0	0	0	0	0	0	25286	0
1/24/17	13706	19995	19484	9977	9885	12260	11822	9804	19605	9980	10811	0	0	0	0	0	10736	0	0	0	0	0	0	1243	66719	71910	56496	42359	0	0	11119	0	31821	21479	0	0	0	0	0	0	0	0	0	0	0	24007	28127	0	0	0	15205	0	11730	0	0	0	0	0	0	0	23984	0
1/25/17	12947	17594	18482	9690	9782	11877	10892	9736	19082	9254	10304	0	0	0	0	0	10089	0	0	0	0	0	1419	72452	74168	51485	43474	36683	0	0	10202	0	28584	19652	0	0	0	0	0	0	0	0	0	0	0	23021	22980	0	0	0	13008	0	11735	0	0	0	0	0	0	0	21162	0
1/26/17	12805	17150	16949	9339	9119	11597	10787	9922	18395	9211	9568	0	0	0	0	0	10278	0	0	0	0	1725	72358	75372	50241	37113	35697	30609	0	0	10634	0	25351	20098	0	0	0	0	0	0	0	0	0	0	0	20392	21812	0	0	0	13712	0	11638	0	0	0	0	0	0	0	21163	0
1/27/17	13937	18819	16849	10545	10400	13294	12419	11452	20610	11091	11557	0	0	0	0	0	11598	0	0	0	2322	95085	83115	59682	44486	37542	39061	34646	0	0	12091	0	28701	21124	0	0	0	0	0	0	0	0	0	0	0	22257	23361	0	0	0	13959	0	12842	0	0	0	0	0	0	0	22454	0
1/28/17	12195	17407	15652	10371	11087	12894	12409	11686	21712	10656	10685	0	0	0	0	0	12054	0	0	2605	129969	112800	58829	44790	34784	30872	37112	34860	0	0	10347	0	27173	22334	0	0	0	0	0	0	0	0	0	0	0	18772	20171	0	0	0	12454	0	12286	0	0	0	0	0	0	0	20067	0
1/29/17	13706	16737	15203	10211	10265	12602	10941	11783	18029	10388	10616	0	0	0	0	0	12025	0	0	119047	128075	73456	41907	37574	31625	26982	33087	30349	0	0	11015	0	23442	20239	0	0	0	0	0	0	0	0	0	0	0	18144	19850	0	0	0	12328	0	12385	0	1364	0	0	0	0	0	18861	0
1/30/17	9886	12676	11968	8096	8155	8720	8183	8912	12476	7962	7640	0	0	0	0	0	8724	0	0	87229	58224	41645	30026	26171	22231	19827	20107	19286	0	0	8556	0	16641	13411	0	0	0	0	0	0	0	0	0	0	0	14379	14217	0	0	0	10063	0	9402	0	72106	1196	0	0	0	0	14592	0
1/31/17	9078	10722	10880	7485	6886	8397	8054	7892	11697	7865	7873	0	0	0	0	0	7612	0	0	57396	41306	33999	25276	21451	20371	17631	18382	17807	0	0	8599	0	15046	11883	0	0	0	0	0	0	0	0	0	0	0	13107	12656	0	0	0	9262	0	8330	0	78402	69457	1408	0	0	0	14221	0
2/1/17	9224	10606	9984	7772	7977	8401	8753	7760	11830	8075	7586	0	0	0	0	0	7451	0	0	44656	35711	30894	22074	21181	19998	16736	17549	16780	0	0	8213	0	15311	11403	0	0	0	0	0	0	0	0	0	0	0	12113	13124	0	0	0	9326	0	9200	0	56231	74041	77456	1405	0	0	14169	0
2/2/17	8779	10048	9008	6699	7159	7839	7944	7333	10394	6892	6538	0	0	0	0	0	7108	0	0	34590	30578	25900	20194	17874	16572	14760	14669	14993	0	0	7456	0	13647	10197	0	0	0	0	0	0	0	0	0	0	0	10113	11467	0	0	0	8832	0	7958	0	41143	48766	79769	76550	1532	0	13913	0
2/3/17	8876	10675	10184	7473	8396	8720	9099	9263	12819	7209	7711	0	0	0	0	0	8298	0	0	36842	34831	28256	20368	19466	17066	16376	18307	17547	0	0	8095	0	15164	11342	0	0	0	0	0	0	0	0	0	0	0	12110	12695	0	0	0	9882	2381	8613	0	38380	44230	63496	92726	88864	0	14925	0
2/4/17	8905	11919	11089	8475	8228	10448	9866	9743	14799	8529	8574	0	0	0	0	0	9621	0	0	38816	37012	27299	21523	19971	17525	15538	20312	18413	0	0	8822	0	14145	13504	0	0	0	0	0	0	0	0	0	0	0	12515	12132	0	0	0	9903	152474	9039	0	35108	38419	51008	70100	107455	0	15561	3154
2/5/17	8499	10558	10024	8071	7401	8779	8553	9021	13180	7874	8004	0	0	0	0	0	8887	0	0	33877	28442	23239	17591	16496	15134	13653	16926	14788	0	0	8297	0	11932	12068	0	0	0	0	0	0	0	0	0	0	0	10989	10152	0	0	0	9232	143576	8520	1382	27449	30651	36660	48226	67644	0	13402	127480
2/6/17	6672	8391	6543	6031	5855	6570	6669	6217	7946	5668	6414	0	0	0	0	0	5961	0	0	16701	15729	13805	10613	10650	9920	9358	9422	9352	0	0	6654	0	8705	8236	0	0	0	0	0	0	0	0	0	0	0	7807	7324	1523	0	0	6797	49921	6528	55743	16628	17660	20606	26066	30054	0	10582	70095
2/7/17	8177	10359	8124	6754	7373	8232	8106	7894	10452	7739	6852	0	0	0	0	0	7907	0	0	20620	17849	17293	14095	13536	11946	11172	11888	11705	0	0	7932	0	10473	9859	0	0	0	0	0	0	0	0	0	0	0	9514	10475	66042	1283	0	8953	52122	7918	66077	20573	21161	25038	29990	34870	0	12488	61124
2/8/17	7699	8926	7182	5495	6380	6921	6415	6717	8664	6174	6376	0	1551	0	0	0	6460	0	0	17678	16506	14640	12833	11766	9748	9574	10468	10326	0	0	6391	0	9006	8801	0	0	0	0	0	0	0	0	0	0	0	8021	8358	67728	66179	0	7643	41182	6301	43676	17258	17739	21423	25458	27360	0	10782	45628
2/9/17	6934	7744	7223	5170	5738	6885	6696	6403	8256	5641	5647	5170	158377	0	0	0	6179	0	0	16881	15509	13834	11185	10447	9288	8766	9924	9238	0	0	6212	0	9323	8569	0	0	0	0	0	0	0	0	0	0	0	7118	8100	47878	69145	0	7713	35059	6457	34160	16062	15038	19570	22941	24889	0	10486	37250
2/10/17	10544	11918	10462	8405	8862	10254	10999	10487	13387	8714	9372	283008	202059	0	8901	0	9062	0	0	22660	20888	18536	13055	14302	12724	11458	15257	15407	0	0	8443	0	13438	13042	0	0	0	0	0	0	0	0	0	0	0	12024	12104	49590	61390	0	10141	43984	9145	37600	20327	19041	25902	27761	32024	0	15808	46383
2/11/17	8569	9937	9200	7980	8425	9396	9631	10019	12788	7783	8263	292557	135364	8850	385668	0	8087	0	0	22695	20467	15725	12285	13555	11440	10783	14183	15100	0	0	7978	0	11517	12499	0	0	0	0	0	0	0	0	0	0	0	11087	10557	36824	42704	0	9371	39461	8016	32242	17728	17020	21803	24145	25879	0	12933	42200
2/12/17	7694	8960	9158	6886	7645	8810	9180	9095	11791	7637	7995	179104	93421	307952	362425	0	8015	0	0	19911	17297	14566	11129	11438	10671	10022	12685	12935	3676	0	7580	0	9969	12247	0	0	0	0	0	0	0	0	0	0	0	10513	9184	30924	33329	0	9428	32865	7979	26267	15569	15717	19149	21542	21920	0	11920	36029
2/13/17	6257	7538	7112	5333	5448	6799	5945	5490	7431	5405	6015	110284	67482	240891	176023	3464	6018	0	0	12943	12777	11514	8679	9161	9440	7660	9251	9220	172065	0	5540	0	7574	7715	0	0	0	0	0	0	0	0	0	0	0	7519	7062	22946	25453	0	6894	22792	5743	20338	11890	13199	14304	16791	16784	0	10001	23343
2/14/17	5474	5943	5660	4118	4775	5079	4931	5005	6461	4398	5164	76597	47790	138521	108795	152091	4628	0	3292	10230	10334	9203	7228	7407	7578	5871	7316	8121	149730	0	4593	0	6346	6468	0	0	0	0	0	0	0	0	0	0	0	6205	5882	18453	19212	0	5279	16857	4934	14263	9435	10263	11146	12877	13182	0	7626	17497
2/15/17	4950	6039	5323	3941	4399	4393	4898	4775	6276	3799	4756	63365	40830	102908	89630	153727	4636	3492	165469	9272	9531	8923	6574	7524	7131	5802	7054	6730	104990	0	4233	0	5956	6196	0	0	0	0	0	0	0	0	0	0	0	6015	5639	14970	17811	0	5054	16305	4465	12803	8665	8710	10423	11061	11592	0	7239	15766
2/16/17	5266	5633	5114	4130	4262	4608	4936	4199	6087	4182	4721	57442	37654	83189	78734	104753	4446	124585	163519	9690	9120	8383	6172	6580	6724	5570	6966	7255	78180	2036	4268	0	6258	6260	0	0	0	0	0	0	0	0	0	0	0	5282	5218	14804	15632	0	5152	15070	4296	12878	8348	8964	10072	11182	11408	0	7741	15091
2/17/17	5609	6246	5611	4229	4739	4630	5773	5195	7274	4136	5324	59915	38041	86042	81407	84346	4883	113274	112806	11311	11239	9888	7474	7171	7077	6427	8206	8097	70176	93102	4300	0	6861	6838	0	0	0	0	0	0	0	0	0	0	2774	5878	5913	15024	16247	0	5609	17417	4690	12822	9637	9557	10919	11913	12438	0	8353	17227
2/18/17	5012	5729	5224	4362	4748	5265	5418	5334	6738	4531	4844	52501	32813	80685	78024	65151	5070	79019	86245	11282	11985	8886	6785	6558	6731	5829	7726	8387	57069	97541	4200	0	5833	6543	0	0	0	0	0	0	0	0	2827	0	124767	5443	5328	13380	14943	0	5338	17665	4441	11791	8639	8366	9981	11270	11183	0	7083	16976
2/19/17	5528	5501	5185	4094	4846	5496	5525	5359	6784	4838	5129	46345	29858	68403	64581	54341	5232	58099	69112	11023	10154	8146	6225	6522	6649	5857	8045	8351	48205	62464	4217	0	5575	6739	0	0	0	0	0	0	0	0	97752	1288	114242	4894	5281	13324	13342	0	5453	14796	4705	11370	8101	8182	9222	10024	10490	0	7227	15731
2/20/17	4400	4724	4350	3273	3634	3540	4502	3853	5325	3827	3835	34157	22776	46049	44754	41908	4043	42905	49046	7629	7158	6371	4925	5202	5233	4902	5522	5480	38326	38571	3487	0	4377	4813	0	0	0	0	0	0	1125	0	73239	63195	55048	4333	4105	10451	11322	0	4462	11037	3729	9044	6690	6975	7580	7966	8552	0	5440	10882
2/21/17	3256	3941	3586	3183	3093	3157	3772	3548	4411	3205	3287	29270	19766	39615	38671	36491	3446	35585	41890	6506	6128	5439	4490	4576	4899	4297	4693	4883	33033	31077	3290	0	4230	4638	0	0	0	0	0	0	52303	1002	46307	57978	39460	3688	4108	8962	9787	0	3849	9187	3413	7178	5683	6227	6721	7182	7353	0	4875	9171
2/22/17	3971	3913	3783	3042	3285	3570	3694	3734	4545	3315	3416	30369	20913	38633	39045	33875	3620	33214	39476	6851	6409	5771	4749	4560	4716	4599	5492	4905	31907	29636	2990	0	4134	4346	0	0	0	0	1293	0	54938	54820	37991	42263	34661	4132	3971	9087	10191	0	3836	10206	3545	7713	5843	6254	7016	7334	7244	0	4767	9157
2/23/17	4109	3540	3697	3361	3200	3310	3567	4120	4192	3115	3206	28011	19199	34975	35042	30422	3499	28491	34217	6480	5814	5483	4673	4390	4131	4367	5034	5092	27581	25750	3137	0	4252	4130	0	0	0	0	58585	1578	36113	50559	30941	30633	30856	3707	4021	8472	9468	0	3403	9445	3225	7053	5661	5772	6202	6862	7146	0	4802	9105
2/24/17	4176	4274	4441	3701	3797	4124	4221	4301	4827	3829	4034	32010	20272	39102	41478	30239	3845	30421	36227	8134	7394	6447	5031	4577	4874	4990	5689	5728	28910	27963	3596	0	4999	4690	0	0	2206	0	62089	70451	33659	41875	34276	31003	34582	4489	4392	9797	9804	0	4153	10993	3600	7509	6261	6153	6708	7933	8175	0	5859	10542
2/25/17	3577	4372	4223	3338	3589	4596	4268	4572	5615	4472	4446	31713	19418	41664	45772	28574	3831	28797	34601	8565	8413	6762	5267	4767	4834	4486	6092	6541	28851	26875	3428	0	4570	5232	0	0	93059	2232	45302	74179	28269	33543	33304	27939	35023	4467	3970	10421	9944	0	4218	11795	3811	7903	6507	6050	6636	7775	7967	0	5575	12070
2/26/17	3538	4102	4059	3107	3304	3902	4026	4193	5256	3982	4021	25619	16420	35519	36097	26123	4016	25006	28695	8426	7337	5697	4671	4457	4721	4256	5811	5104	25527	21238	3622	0	3959	4440	1079	0	80715	78246	30378	42447	22376	26261	27517	22451	27702	4539	3867	8811	8365	0	3949	10825	4019	6911	5677	5614	6304	6780	7273	0	5564	10292
2/27/17	3121	3126	3141	2710	2426	3034	2951	3117	3215	3056	3054	19054	13226	24418	25346	20287	2926	18954	22377	5474	5113	4456	3573	3591	3547	3173	4070	3890	19650	15516	2471	0	3343	3194	46635	841	39798	55400	21885	25982	16332	18792	17871	16570	18341	3466	3106	6450	6586	0	3087	7029	2673	5290	4982	4347	4918	5239	5259	0	4156	7158
2/28/17	2799	2912	2934	2322	2495	2853	2737	2878	3460	2668	2936	18509	13552	22925	22656	19170	2728	17789	21004	4479	5080	4273	3349	3304	3835	3093	3891	3641	18386	14343	2633	0	3216	3113	45833	41999	29485	37173	18598	20811	14572	16413	15838	14908	15888	3360	2741	6735	6443	0	3049	6758	2941	5106	4428	4045	5269	5238	5384	785	4031	7420
3/1/17	2976	2886	2949	2603	2671	2675	3015	3088	3525	2923	3120	19248	13922	22653	22807	18864	2717	17532	21839	4897	5099	4208	3543	3439	3937	3100	3949	4170	17539	14249	2614	868	3244	3220	31868	41384	25633	28818	17815	19436	13775	15760	15257	14624	15597	3179	3205	6831	6694	0	3031	7308	2531	5537	4492	4604	5085	5325	5496	42107	4241	7172
3/2/17	2756	2901	2889	2282	2349	2764	2915	3003	3543	2794	2610	18150	12972	20280	21917	18062	2225	15511	20621	5004	4618	4147	3745	3364	3405	3100	3531	3491	16807	12983	2500	41517	3170	2952	23916	28830	21336	24724	16246	17604	12549	13626	13807	13972	14698	2832	2890	6267	6454	1188	2936	6836	2733	4773	4214	4393	4750	5389	5770	43311	3909	6517
