Date,3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031
1/1/17,3624.0337,45.9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/17,3540.04,3785.3424,55.7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/17,2369.7212,3301.0215,3372.0197,49.2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/17,2114.4172,2163.1421,1930.0785,2702.2086,98.4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/17,1658.5548,1782.8181,1808.8091,2812.8513,4367.9685,32.8342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/17,1184.3671,1997.3919,2246.3791,2347.8098,3327.177,2777.089,55.7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/17,1188.348,1368.2452,1540.0819,2199.365,3817.5515,2820.6157,5088.1495,259.6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/17,1211.707,1556.499,1007.4967,958.1467,1759.2617,1957.3526,3842.9174,4039.3633,6.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9/17,1080.765,2356.627,600.6882,997.7254,1500.4703,652.6044,1690.1717,2548.434,2226.672,49.2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/10/17,702.9085,817.7295,547.8179,1477.9996,886.2273,1373.4763,2174.3939,1401.869,1099.5509,2298.2953,55.7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/17,922.6476,935.8405,932.1886,616.9408,1004.9634,899.486,1046.3516,839.9699,889.1554,2206.274,3932.1422,78.7626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/17,919.7524,1156.4679,465.8311,909.2244,1188.677,883.6282,866.4215,1728.2041,2043.6822,1399.1054,3321.0576,2009.3675,39.3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/17,1087.6082,1119.8502,670.0743,1030.9544,1383.2805,1472.5053,896.2289,1310.736,827.4679,1316.329,2019.0401,2226.9023,2346.8228,95.2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/17,965.1873,1014.7018,581.1785,777.3941,889.7147,623.7182,1132.6812,1165.9431,518.6685,1133.076,1428.3864,1845.1965,2793.21,4716.7743,263.1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/17,850.6953,774.8279,896.5908,903.105,607.1695,2084.0505,633.3908,846.8789,505.6072,754.5615,961.8644,2545.6375,2649.437,2843.3825,2435.2909,144.4639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/17,745.6127,804.2734,531.7298,446.1898,430.1346,604.044,725.5108,331.2043,209.902,857.0779,935.6431,672.7392,1931.1971,1568.7707,2484.5751,3186.1347,45.9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/17,590.9169,492.6446,351.4049,682.4776,331.303,709.1595,578.2833,535.0856,462.9688,969.0366,1172.5231,662.8363,1395.3548,1076.3235,1269.0188,1838.5836,2739.254,22.9642,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/17,469.3843,397.0043,439.9388,521.9256,495.5069,588.0875,360.8143,387.3975,687.0836,380.5543,719.0624,731.9921,1112.9083,1136.0041,1217.2342,796.9038,1585.9116,2114.6475,16.4171,0,0,0,0,0,0,0,0,0,0,0,0
1/19/17,315.0833,864.283,360.913,528.2753,587.8901,397.3662,706.2643,548.3443,302.1536,423.5546,1097.1163,718.9637,1569.4616,1178.478,1007.4309,1286.0939,823.6186,1457.0094,1335.4439,39.3813,0,0,0,0,0,0,0,0,0,0,0
1/20/17,449.8417,1705.4702,186.9707,804.3721,567.8869,676.5885,621.152,729.1627,426.8446,551.2724,800.8847,913.0408,1826.1145,2124.7807,1024.1112,1250.1013,1500.24,941.598,1663.9833,2514.2509,13.0942,0,0,0,0,0,0,0,0,0,0
1/21/17,528.5385,466.1601,916.7914,788.0208,875.8967,383.943,522.1888,436.6817,318.6365,331.2372,1367.2582,515.3127,1244.2451,1766.9274,774.4989,1161.5674,685.8005,915.2451,1421.4445,1710.0433,2111.2917,29.5113,0,0,0,0,0,0,0,0,0
1/22/17,515.8391,246.0591,486.0975,288.7304,583.7447,515.6746,285.3746,285.3746,505.9691,344.3643,992.1982,371.0133,1244.3767,1731.0335,1404.9616,524.8208,1063.3609,810.656,997.8241,1405.1919,1194.2371,2918.4603,26.2213,0,0,0,0,0,0,0,0
1/23/17,255.8962,407.2033,190.2936,689.6827,551.733,226.1875,328.1775,818.0585,367.9207,331.2372,324.7888,269.0891,1478.2299,692.5779,1347.4195,420.0672,485.604,650.0053,1192.0986,1280.6325,885.8325,2242.9246,2055.3617,39.3813,0,0,0,0,0,0,0
1/24/17,417.2049,430.2333,78.5652,308.3059,578.1517,226.4178,489.3546,498.7311,131.271,370.9475,808.4846,558.4117,1047.4702,1100.1102,387.1014,262.2788,475.9314,686.2282,577.4608,853.6234,705.6063,1200.6855,1736.9226,1599.1703,62.3455,0,0,0,0,0,0
1/25/17,798.6146,666.9159,397.1359,94.9823,653.8217,295.442,347.8517,367.8878,249.5136,397.2017,426.9762,574.9604,646.814,679.8127,673.463,393.5498,324.8546,564.7943,724.8528,1461.6483,847.1421,751.3702,1040.3638,804.0102,1589.4319,29.5113,0,0,0,0,0
1/26/17,545.2188,738.8353,460.0078,321.4988,508.6011,196.7749,554.8585,989.3688,377.7578,229.5433,433.1943,354.4646,794.535,761.7008,597.4311,541.5011,495.5727,663.4943,965.2202,701.9544,866.7176,895.4722,918.897,810.9192,991.277,1566.1387,36.0584,0,0,0,0
1/27/17,318.4391,367.9207,183.7465,515.5759,795.0614,275.6033,463.0675,874.153,219.8707,384.1404,666.6527,193.6165,617.0724,1097.3795,916.0676,262.213,561.4714,535.1514,659.8753,1076.9486,1741.6602,751.1728,936.1037,801.2137,1563.2764,803.9444,1917.6423,39.3813,0,0,0
1/28/17,561.6688,643.6227,420.3304,193.5178,518.9317,456.5204,433.2272,610.953,229.7407,160.7823,285.6049,433.293,508.5353,1393.2163,590.6208,377.363,449.8417,278.8275,709.4556,544.824,626.4489,1146.1044,374.1388,610.3608,863.2302,912.8105,1812.8229,2113.4302,572.1639,0,0
1/29/17,170.6194,144.2336,298.6991,334.6588,364.4004,499.3562,453.4936,305.312,213.192,216.5478,364.3017,594.503,554.8585,1123.535,820.7234,439.9059,377.6262,318.3404,705.9353,594.3385,502.1527,1103.2357,781.5066,538.3098,844.0166,367.4272,1086.1606,2400.4169,2573.0103,0,0
1/30/17,325.0191,275.8665,128.0468,249.3162,552.0949,193.781,167.2965,479.5504,377.9223,223.062,495.803,558.2801,640.5301,341.2388,472.6743,298.4359,249.5465,164.0723,531.5324,278.992,190.3594,534.9211,308.4375,657.0788,534.9211,367.7562,893.2679,1050.2338,1775.7775,2186.7314,16.4171
1/31/17,459.613,509.2262,347.9504,347.8517,459.613,460.1723,335.0207,476.2275,216.8439,239.7752,828.1259,624.3433,515.872,847.4382,1189.6969,489.3875,265.9636,282.1833,308.6349,492.6117,206.6778,531.4995,371.0133,436.5172,584.4685,1147.0914,745.4811,659.6779,2135.8022,2722.5079,1850.9869
2/1/17,239.6107,213.2578,488.9598,305.1804,515.5101,354.7936,183.8123,479.4846,341.4691,226.4178,551.8317,351.3391,1277.9347,463.1333,699.7172,449.743,456.1914,193.2875,719.4572,423.3901,443.2617,456.1914,735.9072,636.8124,870.0734,446.6504,364.2688,735.3808,1984.1003,1658.16,1904.2849
2/2/17,384.2062,667.212,423.6204,210.2639,394.3065,150.9123,400.6891,157.4594,278.992,265.9965,229.8065,469.7133,604.2414,666.883,719.6217,505.7717,420.3962,344.6275,334.8233,485.5382,236.3207,554.5953,456.5204,268.9575,440.0046,459.5472,449.6114,672.4431,1201.9686,1200.7842,1407.9884
2/3/17,565.2878,552.2594,272.5107,196.9394,482.5772,410.6249,180.5552,430.003,210.0665,370.7501,571.6375,574.6643,801.7072,538.3427,748.9356,328.1117,295.7381,164.1381,1137.353,410.3617,449.6443,463.0346,311.9578,334.5601,367.6904,554.7598,463.1662,419.7382,1751.1354,1260.6622,1184.8606
2/4/17,519.0962,525.413,390.7204,558.2472,551.8317,502.5475,387.4633,784.7966,108.3068,545.3833,660.2701,269.122,423.5546,872.837,791.3766,449.6443,285.7036,370.9475,561.3398,295.3433,574.6314,479.1227,505.7717,475.8656,416.7443,679.714,630.7917,876.4231,896.196,1076.5867,964.6609
2/5/17,334.9878,118.0452,410.4604,348.4439,439.9388,121.4668,246.1578,380.6201,190.491,341.5349,479.7807,85.211,956.4359,416.7114,946.2369,239.5449,154.1036,229.642,713.1075,377.692,406.9401,380.7517,272.5107,314.9188,742.4543,331.5004,439.4124,511.6937,1218.6818,1237.6651,735.0518
2/6/17,364.6307,348.2136,683.6949,292.3165,564.9259,140.9107,288.9278,137.7194,121.401,232.8991,423.6204,407.2362,1975.4147,670.1401,381.0149,479.3859,262.2788,433.4575,607.4985,295.442,295.2117,568.3146,233.0965,657.013,328.2104,167.3623,498.9614,305.0488,923.0424,1054.5766,768.1492
2/7/17,498.8627,476.0301,656.7827,643.4911,574.3024,597.793,804.6353,748.4421,544.824,574.7959,584.633,853.6563,1748.0428,613.6179,1044.8382,758.5753,393.8459,840.8582,742.0266,788.1524,778.2824,495.474,853.6563,574.4011,643.3924,479.353,525.1827,462.5082,2076.2532,1017.5312,1385.8138
2/8/17,387.2988,706.5275,252.672,137.8839,489.6178,502.712,505.5743,292.0862,256.1265,190.4252,311.8591,338.1462,1195.7834,403.7488,387.5949,383.9101,502.3172,246.1578,916.3308,371.0462,249.2833,656.7498,486.0317,544.9885,456.323,305.2462,561.3727,669.7124,534.954,633.1934,1156.0731
2/9/17,190.2936,285.6049,315.2807,190.162,426.9104,262.6407,966.3059,400.393,367.9536,351.4378,295.442,197.0052,610.3608,459.7117,505.7388,170.5536,203.4207,581.4417,805.063,370.8817,535.3159,673.0682,246.1578,338.212,499.1588,265.8978,538.573,475.8985,525.1169,416.6456,1136.6292
2/10/17,422.9953,624.2446,350.9114,167.1978,631.0549,473.0033,292.3823,279.0578,285.6049,239.7423,529.032,288.7962,755.1208,485.7027,522.1888,476.0301,525.2485,426.8446,1054.9056,180.292,561.3398,1100.7353,285.4404,620.6914,584.2711,259.4165,670.0414,637.1743,548.114,492.184,827.5995
2/11/17,718.9637,305.2133,312.0894,104.951,686.6559,259.3836,479.4517,275.6691,433.5891,141.2068,338.2449,210.1323,1271.585,291.9875,413.8162,338.1133,456.8494,137.7852,594.0095,305.0817,916.7914,531.9272,601.3462,252.5733,657.013,187.1681,311.8262,472.6743,544.9227,462.7385,820.7892
