Date,3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031
2/12/17,397.3333,311.9249,298.5346,476.3591,689.6827,1088.2333,223.2265,456.5204,255.7646,233.0965,410.5262,82.0197,555.023,324.8217,479.7149,443.1959,331.6649,288.6646,617.7962,203.2891,321.6304,508.7656,522.452,558.2143,324.9862,245.9933,521.9914,363.9398,752.0282,538.0466,544.8569
2/13/17,311.9578,463.232,328.1117,160.7823,423.5546,621.1191,443.4262,210.0336,578.2833,187.0365,180.5223,341.3704,646.9127,962.5224,558.1814,328.342,137.6865,492.7104,545.2517,344.7591,465.9956,879.9763,413.6846,1025.2627,452.9672,229.8065,209.8362,170.5536,827.8298,587.4295,853.5905
2/14/17,167.2307,381.1136,232.9978,193.7152,548.3114,440.4652,229.6749,200.2623,157.4594,197.0052,348.0491,735.8414,492.6775,236.5181,463.0346,131.1394,157.4265,88.5339,696.5588,180.4894,568.4133,403.8475,374.1717,196.9065,259.4165,141.0094,423.6533,420.3962,456.4875,278.8604,554.7269
2/15/17,200.361,404.0778,308.7007,72.1168,325.052,147.7539,190.2607,762.4246,68.8926,114.9197,131.271,226.3849,416.843,410.5262,1002.4301,272.4778,249.382,91.8568,367.9536,301.9562,1291.9172,768.9717,344.5288,308.3059,440.1691,180.5552,229.6749,429.9701,485.9659,259.1533,3124.0853
2/16/17,173.8436,302.1865,321.6633,197.0052,371.0791,348.2136,351.4049,82.0197,150.8136,137.8181,249.382,269.1878,420.5278,272.3462,377.7907,150.9452,203.5523,266.1939,703.2704,206.9081,400.6891,459.8104,515.543,417.172,558.1814,219.7062,186.9378,124.5923,676.6214,683.1685,554.9572
2/17/17,36.0584,420.3304,519.1291,269.4181,446.9465,351.6352,196.8736,242.9336,85.211,167.3294,167.461,315.2149,502.6133,518.833,387.3975,118.1768,210.0994,282.611,407.4994,252.5075,584.7646,805.0959,798.3514,505.8046,124.4936,137.8181,285.4733,518.7672,423.1269,670.1072,285.6378
2/18/17,367.9865,374.3691,305.3778,144.2665,466.1601,229.7078,213.2578,400.8207,367.9865,256.0607,259.3836,177.2323,505.4756,453.1317,545.2517,295.442,141.141,223.1936,374.4349,515.8062,703.1717,325.0191,443.2288,397.1359,331.1714,206.612,252.672,496.0333,558.2801,367.8549,476.3262
2/19/17,213.3565,746.0075,423.8178,68.8926,324.9533,647.5049,200.0978,252.8365,216.7452,278.8933,302.1207,252.8694,725.9056,479.2543,775.4859,433.5562,137.8181,262.5749,489.3546,308.3388,390.8191,584.6988,239.7752,255.8962,512.4504,210.1323,173.8436,534.954,561.1095,403.6172,446.6504
2/20/17,315.4452,170.6194,285.572,72.1168,305.3778,177.2323,154.3339,236.4852,275.9981,190.4252,331.4017,177.2323,535.3159,154.1036,308.6678,131.271,137.9168,49.2513,249.6781,233.0636,528.9991,239.6436,463.3636,170.5207,111.4981,259.3836,167.3294,413.8162,528.4069,334.922,361.1762
2/21/17,456.652,239.7094,374.2375,154.3339,351.4378,591.5091,348.0491,305.4765,285.7036,220.101,430.4307,276.0968,841.0885,443.2288,574.9275,440.1691,400.6891,404.1107,443.492,381.0807,397.3333,683.0369,630.9562,627.3701,519.2278,588.3836,137.7523,361.4723,893.6956,811.7088,726.0701
2/22/17,693.2359,354.7936,328.4078,331.7965,243.0323,292.3494,676.7859,436.9449,233.3268,144.3981,430.0688,197.0381,505.4756,285.7036,709.6859,351.4049,292.3494,308.7665,670.4033,357.8204,456.4546,449.7759,315.2149,496.0991,430.3978,387.7265,209.9678,683.1027,508.8972,272.4449,548.5088
2/23/17,331.7307,295.771,246.3223,368.0194,252.8365,312.0236,210.0994,384.272,295.5078,256.291,992.7575,414.1781,360.9788,325.2494,627.8307,173.9094,292.4152,167.3623,361.2749,173.9094,351.4049,571.2427,279.2552,680.0101,380.982,144.431,420.4949,831.2843,722.9775,485.9659,348.2794
2/24/17,522.5178,315.4123,433.622,177.2652,351.6352,141.0752,288.8949,78.6639,134.5281,157.4923,252.7378,351.3391,765.0895,239.6765,417.1391,154.1365,358.281,164.2368,614.4075,380.8504,364.6965,275.7349,420.462,305.4107,262.542,39.2826,127.981,400.6562,242.7362,482.5114,542.0933
2/25/17,288.7962,101.661,265.9636,180.4236,229.9052,144.5626,199.9333,114.8539,160.6836,272.2475,463.1333,203.5523,321.9265,519.1291,1104.3872,292.3165,141.0423,190.4581,403.9133,535.5791,640.2998,463.0675,223.1936,420.4949,325.3152,272.6423,173.9423,601.1488,584.8962,456.3888,476.2604
2/26/17,414.0465,98.3052,134.4952,88.5339,144.5626,200.2294,279.1894,111.4981,348.2465,308.602,246.3552,219.9365,729.393,262.6407,588.3836,121.401,190.3265,114.821,111.6626,164.171,574.9933,289.0265,32.7355,197.071,118.111,88.5339,144.2336,216.7123,616.9079,512.4833,285.572
2/27/17,262.6078,42.6055,219.8707,174.041,72.1497,111.531,308.7336,101.7926,75.4726,88.5339,420.4949,124.6252,696.493,233.1623,311.9907,154.2352,318.5707,95.1139,295.5736,174.041,262.6407,210.0336,111.6626,318.5707,200.1636,150.9781,249.4478,338.1791,462.9359,482.7088,423.7191
2/28/17,190.5568,170.7181,292.5139,187.1023,341.6007,94.9823,275.5046,325.1507,144.2994,131.3368,384.272,196.8407,739.0985,463.1333,624.5736,164.171,108.3397,137.851,282.5452,216.5149,141.0094,338.212,325.2165,298.6662,167.2307,85.3097,72.1168,357.952,854.5775,613.9469,282.2162
3/1/17,101.661,72.1497,65.5697,36.0584,226.6152,282.4136,200.2294,252.8694,72.1168,127.9481,269.3523,193.8139,384.1404,154.301,1223.0246,226.5823,213.4881,157.4265,242.8678,262.6736,374.5665,364.3346,190.491,381.1136,190.2278,85.2439,246.4868,206.8094,782.1317,239.4462,275.8007
3/2/17,62.3455,137.851,354.9581,213.6197,68.8926,230.0368,137.8839,137.851,207.0726,177.2323,400.9523,174.0081,479.6491,305.1475,683.8594,285.7694,210.0007,203.5523,305.2133,127.981,551.7988,213.4223,404.1765,187.1352,65.5697,180.4894,200.0978,131.1394,765.8791,473.0362,193.6823
